economy,AFG,AFG,AFG,AFG,AFG,AFG,AFG,AFG,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,IND,IND,IND,IND,IND,IND,IND,IND,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,PAK,PAK,PAK,PAK,PAK,PAK,PAK,PAK
YR2001,,209.019,,,,,,,100.0,46519.562,,,99.9139279571339,22.0981476107222,532689376829.179,3.35999989509583,100.0,6274.237,,,109.318733902765,44.2000513252659,55735446319.015,8.84000015258789,100.0,5801.194,,,95.0258751023114,45.0784161908191,273987586086.831,1.46000003814697,81.9884185791016,13527.563,,,98.3458659826312,30.7444960978447,154575763031.64,,100.0,37561.081,,,102.273917143252,30.1355363035009,937483533692.906,7.82000017166138,100.0,198454.373,,,102.092865029864,27.3828110291999,1643950757324.93,2.21000003814697,43.4835777282715,43604.297,,,102.566705283684,13.4348751195257,2371931984607.47,,100.0,1708.822,,,78.363819027802,124.56472473553,24780691932.436,1.41999995708466,58.6186027526855,37887.444,,,100.957433061154,14.2937499540797,395459580240.132,
YR2002,,546.383,,,,,19821201272.7123,,100.0,49134.133,,,99.995764837297,20.7462091985087,565345793833.1,3.46000003814697,100.0,5507.834,,,107.975003575128,41.6223072947401,61023649905.0158,8.22999954223633,100.0,5694.851,,,93.8956649216496,42.277335002008,282753110962.942,2.21000003814697,83.1385040283203,13516.562,,,97.7858582379346,30.5897918658193,161862285225.401,,100.0,42947.904,,,101.991189403804,28.5451843234359,1009753311276.12,8.6899995803833,100.0,196635.541,,,102.63043375988,26.9247506586376,1725432214728.13,2.60999989509583,51.4744987487793,47172.288,,,101.558862352797,15.244279010869,2501105223095.37,,100.0,2442.222,,,77.9657579152675,114.327478038346,26135003699.075,1.72000002861023,58.4363746643066,44807.073,,,100.081799815427,13.8578032654486,411791177796.273,9.35999965667725
YR2003,,465.709,,,,,21972474901.6777,,100.0,46985.271,,,102.08857210502,21.1601101543906,593030336171.961,3.59999990463257,100.0,5727.854,,,110.179993058011,44.5969370580688,65444800367.9274,6.78000020980835,100.0,6017.547,,,94.0310893172164,41.5794731144055,285053270982.814,2.99000000953674,92.7695083618164,14748.674,,,94.9981955964799,30.6572411089176,171809556829.71,4.48000001907349,100.0,48906.779,,,102.205876853812,27.834782977217,1056636426855.48,8.23999977111816,100.0,196697.88,,,102.22608474805,26.1557021198917,1810619102773.76,2.50999999046326,53.5326080322266,50028.881,,,101.883737545043,15.6445222747906,2747800522348.92,,100.0,2471.558,,,79.2818410840587,112.129893572294,27186564944.0508,4.28999996185303,58.2406349182129,54957.329,,,99.4616530357257,14.629015437029,443669638569.24,
YR2004,3.24060392379761,227.354,,,,,22883102406.9713,,100.0,47080.613,,,102.686719288391,19.8630985817615,632150539681.331,3.25,100.0,5709.519,,,111.150616606758,52.1072538973285,71006719143.5679,5.78999996185303,100.0,6208.231,,,91.8015230156748,42.8710358404192,298070936029.308,2.71000003814697,85.6986694335938,16061.46,,,90.1289225756593,29.9312929644005,189140716087.794,,100.0,57652.574,,,103.700213046448,29.1121978690701,1122134235110.56,8.27000045776367,100.0,200980.936,,,102.543251221845,26.366897365049,1923117182945.43,2.34999990463257,53.6361465454102,49625.511,,,104.843225580478,19.6446890963991,3045344755474.08,,100.0,2739.249,,,77.7581577066575,121.492521281147,29635355253.5302,3.91000008583069,58.0306587219238,60828.196,,,99.0601614352667,13.3048934309628,489998729726.518,10.0100002288818
YR2005,11.1138515472412,330.03,99.931335517772,,,,26245649893.4599,,100.0,43453.95,0.0,,102.714395261029,20.9556895009566,665959595377.554,3.01999998092651,100.0,6420.917,2.36871514851381,,114.655080022883,57.1846466782109,78821833750.4599,4.30999994277954,100.0,6373.246,0.0,,93.3473667849649,46.9040459525378,310493723866.738,2.79999995231628,86.8134536743164,15570.082,2.12622777124453,,91.2971279274927,31.4569444002429,206274402670.254,,100.0,68352.88,0.0,,104.803759501465,29.783028542406,1205129771230.45,6.73000001907349,100.0,195759.128,0.0,,102.348005509925,27.4053053035889,1977979675503.34,2.55999994277954,57.7223052978516,50479.922,89.2230023828954,,105.820662642088,22.396422920159,3389017492184.65,8.72000026702881,100.0,2695.245,0.0,,76.4287398039152,130.253067056667,31997220939.5338,3.50999999046326,57.8067092895508,63549.11,99.6847717855223,,103.533737644527,17.844083391499,538198810114.935,
YR2006,15.7653656005859,330.03,,,,,28488533288.0223,,100.0,52951.48,,,101.854400282041,21.730887107436,711378945253.441,2.30999994277954,100.0,6644.604,,,117.091705492024,64.0695841229168,86713356360.4246,3.97000002861023,100.0,6197.23,,,91.8983480931738,48.2526759468829,348024846014.13,2.42000007629395,96.4189834594727,14345.304,,,85.5084375172705,29.3035442986949,257648250742.035,5.82000017166138,100.0,71535.836,,,105.694529812527,30.9358323130671,1363895505008.85,5.98999977111816,100.0,185660.21,,,102.059290780526,29.3334154972974,2120243450344.37,2.74000000953674,57.3203010559082,49482.498,,,104.809718335245,24.4565390769537,3773022708578.03,,100.0,2816.256,,,70.3989241272396,138.139235807883,37280877634.8846,3.07999992370605,57.5690841674805,63809.467,,,107.413804015501,21.5477668399836,587194838999.05,1.32000005245209
YR2007,22.0606784820557,308.028,,,,,33298540656.4323,,100.0,60696.184,,,101.643033861888,21.8514033960262,762287051079.707,2.36999988555908,100.0,6893.96,,,118.8342348399,71.2219404997787,96666032169.8802,2.4300000667572,100.0,6035.882,,,89.0616271644238,50.3080932272511,386678345599.465,2.19000005722046,88.6739044189453,8771.464,,,86.2694077163811,31.3384116080492,280051852457.172,7.05000019073486,100.0,72793.617,,,105.778126130247,31.7628649449253,1468493057167.43,5.25,100.0,187724.731,,,102.042165065992,27.3830734249293,2188923620951.47,2.52999997138977,61.9398994445801,52738.794,,,107.553453670389,24.8865689304956,4171185449753.47,,100.0,2629.239,,,68.3316090581286,137.908314571662,40852146365.7102,3.23000001907349,57.3232803344727,65004.909,,,106.561201742118,19.7758151541605,632108897413.246,0.939999997615814
YR2008,27.9542503356934,297.027,,,,,35278625599.7927,,100.0,65488.953,,,102.5514667264,22.7181592717319,796834909433.138,2.47000002861023,100.0,6673.94,,,119.748802663958,72.2673442034384,107411216119.713,2.28999996185303,100.0,6428.251,,,89.4041411044087,52.2704430970398,413714805073.377,1.89999997615814,89.5188064575195,4829.439,,,97.941437930659,39.365605679958,275716447509.868,,100.0,79955.268,,,104.735471695052,30.3594008693685,1528583945708.69,6.30999994277954,100.0,194446.342,,,102.062045895799,29.1416680010408,2278427398954.81,2.79999995231628,64.0711822509766,63098.069,,,105.065847131412,29.2708631790835,4383576794711.13,,100.0,2504.561,,,69.223957204827,130.718718994128,44452842913.4099,2.47000002861023,57.0767860412598,65807.982,,,110.829579727785,23.2118906101766,655368177071.174,1.07000005245209
YR2009,34.7457847595215,271.358,,,,,43151385722.0354,,100.0,67172.106,,,99.7193106052673,22.7474239726832,873780713946.532,3.65000009536743,100.0,4950.45,,,108.254945541948,50.4737962060994,105570797722.546,2.90000009536743,100.0,6171.561,,,92.48144592673,50.1033727345055,413164395107.145,2.74000000953674,97.7480010986328,6384.247,,,92.2556556942327,29.2964293060576,272874099668.821,6.51000022888184,100.0,71513.834,,,100.871485977576,23.933180152302,1487896577201.85,9.64999961853027,100.0,178879.927,,,101.474067509248,27.8243166872174,2192898204975.82,3.96000003814697,65.7022323608398,91245.961,,,107.531791715903,25.8723502686493,4764254227921.92,,100.0,2548.565,,,67.6825355153934,115.607618528539,43245323115.5974,4.17999982833862,56.836612701416,67043.761,,,107.280343419744,19.6760958406122,679063640412.278,1.4099999666214
YR2010,30.2187995910645,271.358,99.9746344313873,,,,49924017476.7623,,100.0,65136.921,0.0,,100.922433603662,20.7394819696391,866655535725.333,3.01999998092651,100.0,5269.479,2.3042528954796,,103.196311765922,53.3039479843906,110612181615.067,4.55999994277954,100.0,6893.96,0.0,,89.0864237385426,53.4849589061453,429262364074.643,3.09999990463257,98.2582626342773,10234.597,2.53444381285989,,93.5734909111789,31.3186034535641,309886433252.551,5.75,100.0,71297.481,0.0,,101.024881864513,26.9765612109155,1475682464741.84,11.1499996185303,100.0,194259.325,0.0,,101.874276995029,30.0642292030431,2295779381211.35,4.05999994277954,68.3738250732422,100318.119,90.0830299815049,,105.952764430168,26.8542732486568,5229333741119.76,7.44000005722046,100.0,2739.249,0.0,,68.2521626268507,130.962019766895,45809177021.6867,3.75,56.6093673706055,74869.139,99.8182922055447,,105.836390888919,19.3526587348244,698014005409.983,2.25999999046326
YR2011,29.5728797912598,308.028,99.9934702173874,,,,51184181904.4289,,100.0,68525.229,0.0,,98.9672035647134,20.4123991993782,938351559046.28,3.16000008583069,100.0,6024.881,3.12760302284407,,99.8503915823351,58.6533410656512,115714748426.258,5.11999988555908,100.0,6112.889,0.0,,91.2957658371669,57.1950537359772,458820195091.514,2.96000003814697,97.7686462402344,10458.284,14.2533008698748,,96.681751002763,34.4437084746439,350575241993.779,5.80000019073486,100.0,66273.691,0.0,,99.7232466254231,29.2582088303504,1489595017146.76,12.4799995422363,100.0,161109.645,0.0,,101.004367152259,31.7181878025216,2364569465138.54,4.30999994277954,56.0860786437988,91443.979,90.4701283200614,,106.882101612086,31.0834686939585,5618380734786.9,,100.0,2365.215,0.0,,69.7362070015012,139.225330437832,48970848492.8168,3.61999988555908,56.4023475646973,79339.212,99.8386429699699,,105.006565611246,18.973235487874,732179845261.482,2.07999992370605
YR2012,60.8491554260254,308.028,99.9085935266891,,,,59667003515.1962,,100.0,65430.281,0.0,,100.168021954869,21.6727652413249,973825980527.428,3.02999997138977,100.0,5614.177,2.31050995112519,,103.286082958375,63.6398222029271,119289608551.244,5.82999992370605,100.0,6703.276,0.0,,89.2572787689487,56.6637307644669,479280657897.069,3.02999997138977,100.0,9816.559,1.8656894917915,,100.028128961453,34.1499876806805,374241571983.126,5.42000007629395,100.0,65444.949,0.0,,97.934824881025,29.390097362135,1483646917303.62,14.8900003433228,100.0,152044.821,0.0,,101.231820281116,31.1687014009312,2453351747492.28,4.28999996185303,72.4040069580078,78151.104,88.6927083313576,,105.492225694172,31.2592910673332,6153155415797.75,8.36999988555908,100.0,2405.552,0.0,,69.3632569218255,140.575047137918,51308724180.9019,3.59999990463257,56.2230758666992,76669.636,99.6599207463912,,108.012174643953,20.4088394482827,752628769386.646,
YR2013,60.5661354064941,297.027,99.8562187902678,,,,65039839448.5561,,100.0,69313.634,0.0,,101.303455879577,21.289801061405,1061730067174.66,3.42000007629395,100.0,5493.166,0.102271877700189,,100.569267557552,65.1509633420078,120942415882.877,6.42999982833862,100.0,7058.975,0.0,,88.1285582967827,59.5100974721416,503360260789.332,3.36999988555908,100.0,9299.512,1.64440429285265,,100.574529838157,32.774003221841,394291936706.683,4.8600001335144,100.0,59922.447,0.0,,96.0711443546712,29.033721828239,1512074688796.68,15.9799995422363,100.0,150666.029,0.0,,101.306914349289,31.0808045037936,2579158803764.99,3.9300000667572,75.2198638916016,101883.928,88.6858457573707,,101.964128316519,28.4132706461587,6477517561942.86,,100.0,2038.852,0.0,,67.766844461911,144.15017538934,54838614516.1038,3.88000011444092,56.0783424377441,75994.908,99.7016128639799,,106.779292712108,20.0564452502461,784863469118.625,8.60999965667725
YR2014,86.5005111694336,271.358,99.7213348087994,,,,69058343420.1602,7.8600001335144,100.0,72606.6,0.0,,100.279002322726,21.3759568810043,1100561174645.73,3.73000001907349,100.0,5412.492,0.109959389851821,,101.0855160221,65.686403189455,127263488552.679,5.09999990463257,100.0,6116.556,0.0,,88.6713566428076,52.4810557816564,524917052399.004,3.4300000667572,100.0,8302.088,0.729628810279381,,99.0510883950749,32.1618381164455,404667282590.131,5.17999982833862,100.0,54201.927,0.0,,96.9004745397507,30.3830421311466,1558305994181.4,14.75,100.0,137281.479,0.0,,101.764186674711,29.8740194077057,2686202472925.53,3.17000007629395,77.5819320678711,92694.426,88.3322007917916,,102.836379525105,25.9542227389497,6781021982581.72,,100.0,1932.509,0.0,,67.8636702882386,150.646260777047,58578323745.8406,3.91000008583069,55.9637870788574,74671.121,99.6058149598559,,106.416077126824,18.6586609892683,827826438336.329,7.01000022888184
YR2015,64.573356628418,282.359,99.8345704823674,,,,71831696727.8086,,100.0,73809.376,0.0,,101.487056179526,21.5563387787263,1101456818288.23,3.54999995231628,100.0,5944.207,0.109980365008411,,99.1007676304472,62.9008550302398,132017089872.021,3.95000004768372,100.0,6530.927,0.0,,88.3287147175302,50.7254845928314,546805476343.839,3.51999998092651,100.0,9119.829,0.717982534501393,,100.219578094084,29.5959266957703,407878247566.737,5.07999992370605,100.0,56200.442,0.0,,96.9596043021929,30.586122736848,1621069891987.84,13.1899995803833,100.0,141322.513,0.0,,101.546703927012,28.7314774815369,2794324172515.81,2.94000005722046,83.3679351806641,98994.332,87.1047685537071,,101.55230192284,22.1097247094602,7159798324012.18,,100.0,1760.16,0.0,,67.4610781247876,159.296525319647,61437308583.9496,4.73000001907349,55.8740692138672,75474.194,99.5492912250785,,106.445849149145,17.05026113955,872096952150.657,16.7900009155273
YR2016,97.0993576049805,319.029,99.6378371534564,0.1,,,70097956089.2877,,100.0,79122.859,0.0,16.98,102.277975368935,21.5478988311826,1143148737101.39,3.46000003814697,100.0,6153.226,0.109388684701661,34.69,95.0928630821284,58.9633436313898,143086580996.863,3.36999988555908,100.0,6864.624,0.0,9.65,88.3807804232494,54.0544733461692,570267482220.765,3.3199999332428,100.0,9959.572,0.374841130014814,18.4,99.3907857244814,27.5394136093446,426776809813.152,5.88000011444092,100.0,57348.213,0.0,28.02,96.012443438914,29.8925339366516,1733214656948.48,11.6700000762939,100.0,158960.783,0.0,28.24,101.637725759407,29.8585070796048,2928593108075.34,2.92000007629395,84.7639541625977,95829.711,84.446709031019,5.97,99.7765209780871,20.9242508026814,7735001687457.93,,100.0,1624.481,0.0,32.27,66.2401418956439,157.338775636266,65980119592.3436,3.98000001907349,55.8037719726563,74982.816,99.6406697768609,12.31,107.014777597447,16.1605045709581,898015616788.999,
YR2017,97.0919723510742,,99.6629497098259,0.104707034792812,,,74711922906.3738,15.460000038147,100.0,,0.0,19.2656223071572,99.4890053736854,20.714437559185,1190694343959.24,3.30999994277954,100.0,,0.108280911899017,34.7035801172141,95.6874057268146,62.682001370811,151920196034.544,3.02999997138977,100.0,,0.0,9.66518426119506,89.1104714199504,54.1902542420984,584052319305.968,3.74000000953674,100.0,,0.292123405507061,18.4944542424793,98.7803269334361,27.2171741679132,451984540685.83,7.01000022888184,100.0,,0.0,28.0656336491221,96.3936491870412,31.5431112166883,1841780549395.31,9.97000026702881,100.0,,0.0,28.683437277978,101.263385472521,31.3090714367118,3063306948134.75,2.75999999046326,88.7640762329102,,84.7557712206317,5.96651940171319,100.474524394026,21.9507321152243,8276934253114.33,,100.0,,0.0,40.87274137855,68.298984898842,161.046488439573,68570197215.6406,3.84999990463257,54.2725486755371,,99.6142371657863,12.3145852779876,109.338196324658,17.5955165571328,950381922984.568,
YR2018,95.5861740112305,,,0.104707034792812,,,77415569869.8162,,100.0,,,19.2656223071572,99.6426916469609,21.5125131175846,1253361153370.88,,100.0,,,34.7035801172141,97.4599485754413,63.1559150014572,161687275972.956,2.30999994277954,100.0,,,9.66518426119506,87.6653246089964,53.820979875052,610138577242.876,3.48000001907349,100.0,,,18.4944542424793,100.307255666465,28.8144392127919,481604385837.929,7.01999998092651,100.0,,,28.0656336491221,97.2829623547383,32.4455499605654,1904499539409.75,8.90999984741211,100.0,,,28.683437277978,101.301428453168,31.8078256790441,3161750378791.18,2.50999999046326,93.9461441040039,,,5.96651940171319,102.275541115632,23.6574164799241,9029375940711.86,15.2600002288818,100.0,,,40.87274137855,67.292732807015,163.71243456543,71109228076.0453,4.25,57.1264266967773,,,12.3145852779876,111.099388952639,20.0713553978123,1030000452685.18,7.15000009536743
YR2019,97.0756301879883,,,0.104707,,,81879802965.493,,100.0,,,19.26562,97.5055337812425,21.6753124505454,1312636660762.97,,100.0,,,40.58717,96.7717434192078,60.706086765961,170889592876.083,1.9099999666214,100.0,,,9.993424,88.152127756128,53.6838321729571,617711114452.177,3.25,100.0,,,20.41992,100.828239828164,28.851351416553,481296362634.805,6.80999994277954,100.0,,,28.10086,97.0700150678051,32.0246710195881,1965293955067.71,8.60999965667725,100.0,,,28.70783,100.917312816174,31.9222909053986,3277751294222.3,2.48000001907349,96.0302124023438,,,5.966519,102.375683919233,20.9573845344703,9562005607605.22,15.1099996566772,100.0,,,51.18272,69.1400520341822,174.622129572699,72752104681.8145,3.64000010490417,59.0182456970215,,,12.31459,110.169661834754,20.2584125413089,1060388933616.92,10.8999996185303
YR2020,97.0667114257813,,,3.637257,,,80918342084.7864,14.3800001144409,100.0,,,20.33876,96.0718190932653,20.0556726199551,1369884973053.42,,100.0,,,41.04409,96.9391323648447,53.8542381029027,170328972858.999,2.46000003814697,100.0,,,11.95877,91.2053624964591,53.5473811066883,619632654690.619,3.50999999046326,100.0,,,20.89808,94.7520997327657,26.2969679649203,480011057804.56,9.38000011444092,100.0,,,28.12026,98.5268479466071,29.1477858153854,1788269872312.89,10.2200002670288,100.0,,,28.73743,100.039486288038,27.9880203247538,3124359205095.01,,98.4632873535156,,,5.966519,100.359794497141,19.2078177442226,8975476834845.41,15.6800003051758,100.0,,,51.21042,66.9135537105175,171.604294392982,74292443521.0431,4.65000009536743,60.8175239562988,,,12.31459,107.415436581184,17.4470259955127,1063130450790.48,
YR2021,,,,3.637256622,,,,,,,,20.36292076,,,,,,,,41.04456329,,,,,,,,12.13257694,,,,,,,,20.89808083,,,,,,,,28.12472725,,,,,,,,28.73743057,,,,,,,,7.518889427,,,,,,,,51.34111023,,,,,,,,12.31458569,,,,
